,OFFICE&&IMPORTER.TIN,OFFICE&&IMPORTER.TIN_illicit_Qsum,OFFICE&&IMPORTER.TIN_illicit_Qrate
46197,OFFICE126&&IMPO19646,0,0
46198,OFFICE136&&IMPO16682,0,0
46199,OFFICE237&&IMPO12986,0,0
46200,OFFICE296&&IMPO18828,0,0
46201,OFFICE222&&IMPO16898,0,1
46202,OFFICE111&&IMPO18446,0,0
46203,OFFICE197&&IMPO15535,0,0
46204,OFFICE292&&IMPO11768,0,0
46205,OFFICE288&&IMPO11532,0,1
46206,OFFICE127&&IMPO13595,0,0
46207,OFFICE186&&IMPO11269,0,0
46208,OFFICE162&&IMPO11671,0,0
46209,OFFICE186&&IMPO15728,0,0
46210,OFFICE298&&IMPO12394,0,0
46211,OFFICE168&&IMPO15096,0,0
46212,OFFICE141&&IMPO11866,0,0
46213,OFFICE204&&IMPO15868,0,0
46214,OFFICE185&&IMPO12557,0,0
46215,OFFICE197&&IMPO13760,0,1
46216,OFFICE122&&IMPO12551,0,0
46217,OFFICE296&&IMPO13659,0,0
46218,OFFICE127&&IMPO19788,0,0
46219,OFFICE141&&IMPO14162,0,0
46220,OFFICE204&&IMPO14321,0,0
46221,OFFICE140&&IMPO13740,0,0
46222,OFFICE223&&IMPO15077,0,0
46223,OFFICE299&&IMPO10527,0,0
46224,OFFICE197&&IMPO15541,0,0
46225,OFFICE296&&IMPO12100,0,0
46226,OFFICE210&&IMPO14093,0,0
46227,OFFICE204&&IMPO18811,0,0
46228,OFFICE204&&IMPO14748,0,0
46229,OFFICE162&&IMPO12865,0,0
46230,OFFICE296&&IMPO17438,0,1
46231,OFFICE296&&IMPO12518,0,1
46232,OFFICE214&&IMPO12959,0,1
46233,OFFICE127&&IMPO17599,0,0
46234,OFFICE187&&IMPO16916,0,1
46235,OFFICE40&&IMP798907,0,0
46236,OFFICE16&&IMP529416,0,0
46237,OFFICE59&&IMP128378,0,0
46238,OFFICE45&&IMP459555,0,1
46239,OFFICE23&&IMP218760,0,0
46240,OFFICE51&&IMP678218,0,0
46241,OFFICE23&&IMP429160,0,0
46242,OFFICE41&&IMP111751,0,1
46243,OFFICE51&&IMP710763,0,1
46244,OFFICE94&&IMP161716,0,1
46245,OFFICE59&&IMP171179,0,0
46246,OFFICE35&&IMP747754,0,1
46247,OFFICE24&&IMP225250,0,1
46248,OFFICE88&&IMP813325,0,0
46249,OFFICE24&&IMP259149,0,0
46250,OFFICE84&&IMP143460,0,0
46251,OFFICE40&&IMP869697,0,0
46252,OFFICE40&&IMP973083,0,0
46253,OFFICE23&&IMP514483,0,0
46254,OFFICE60&&IMP891508,0,0
46255,OFFICE287&&IMPO17483,0,0
46256,OFFICE186&&IMPO18065,0,0
46257,OFFICE234&&IMPO13049,0,0
46258,OFFICE204&&IMPO17651,0,0
46259,OFFICE214&&IMPO10022,0,0
46260,OFFICE168&&IMPO17509,0,0
46261,OFFICE185&&IMPO19350,0,0
46262,OFFICE210&&IMPO16980,0,1
46263,OFFICE180&&IMPO10338,0,0
46264,OFFICE297&&IMPO13380,0,0
46265,OFFICE113&&IMPO10196,0,1
46266,OFFICE113&&IMPO11601,0,1
46267,OFFICE162&&IMPO10661,0,1
46268,OFFICE220&&IMPO16778,0,0
46269,OFFICE197&&IMPO13624,0,0
46270,OFFICE109&&IMPO13527,0,0
46271,OFFICE299&&IMPO13826,0,0
46272,OFFICE298&&IMPO14821,0,0
46273,OFFICE180&&IMPO12660,0,0
46274,OFFICE162&&IMPO13427,0,1
46275,OFFICE287&&IMPO15520,0,0
46276,OFFICE162&&IMPO11031,0,0
46277,OFFICE127&&IMPO19148,0,0
46278,OFFICE187&&IMPO12073,0,0
46279,OFFICE122&&IMPO12183,0,0
46280,OFFICE127&&IMPO13696,0,0
46281,OFFICE109&&IMPO12693,0,0
46282,OFFICE168&&IMPO19910,0,0
46283,OFFICE296&&IMPO17513,0,0
46284,OFFICE288&&IMPO15490,0,1
46285,OFFICE214&&IMPO19608,0,0
46286,OFFICE111&&IMPO17428,0,0
46287,OFFICE197&&IMPO17036,0,1
46288,OFFICE111&&IMPO11278,0,1
46289,OFFICE289&&IMPO17143,0,0
46290,OFFICE127&&IMPO14410,0,0
46291,OFFICE126&&IMPO13209,0,1
46292,OFFICE214&&IMPO14304,0,0
46293,OFFICE211&&IMPO14595,0,0
46294,OFFICE45&&IMP225325,0,0
46295,OFFICE59&&IMP653356,0,0
46296,OFFICE87&&IMP921566,0,0
46297,OFFICE18&&IMP137827,0,0
46298,OFFICE51&&IMP174495,0,0
46299,OFFICE76&&IMP529416,0,0
46300,OFFICE23&&IMP563226,0,0
46301,OFFICE59&&IMP344341,0,0
46302,OFFICE51&&IMP286153,0,0
46303,OFFICE59&&IMP143346,0,1
46304,OFFICE60&&IMP204526,0,0
46305,OFFICE92&&IMP443141,0,0
46306,OFFICE35&&IMP989357,0,0
46307,OFFICE51&&IMP392333,0,0
46308,OFFICE41&&IMP915108,0,1
46309,OFFICE18&&IMP588827,0,0
46310,OFFICE59&&IMP510723,0,1
46311,OFFICE45&&IMP657028,0,0
46312,OFFICE34&&IMP841052,0,1
46313,OFFICE84&&IMP865274,0,0
46314,OFFICE96&&IMP581442,0,0
46315,OFFICE88&&IMP207129,0,0
46316,OFFICE87&&IMP804351,0,0
46317,OFFICE298&&IMPO16660,0,0
46318,OFFICE109&&IMPO12289,0,1
46319,OFFICE174&&IMPO18873,0,0
46320,OFFICE162&&IMPO11685,0,0
46321,OFFICE185&&IMPO17639,0,0
46322,OFFICE126&&IMPO10241,0,1
46323,OFFICE127&&IMPO17160,0,0
46324,OFFICE109&&IMPO14087,0,0
46325,OFFICE186&&IMPO13550,0,0
46326,OFFICE127&&IMPO10550,0,0
46327,OFFICE185&&IMPO17255,0,0
46328,OFFICE109&&IMPO18444,0,1
46329,OFFICE298&&IMPO14975,0,0
46330,OFFICE296&&IMPO14015,0,1
46331,OFFICE185&&IMPO14595,0,0
46332,OFFICE299&&IMPO18899,0,0
46333,OFFICE152&&IMPO17710,0,0
46334,OFFICE126&&IMPO12939,0,0
46335,OFFICE134&&IMPO18295,0,0
46336,OFFICE186&&IMPO19015,0,0
46337,OFFICE134&&IMPO11176,0,0
46338,OFFICE196&&IMPO10274,0,0
46339,OFFICE141&&IMPO16196,0,0
46340,OFFICE298&&IMPO18219,0,0
46341,OFFICE111&&IMPO17538,0,0
46342,OFFICE237&&IMPO13512,0,0
46343,OFFICE162&&IMPO17714,0,0
46344,OFFICE100&&IMPO19418,0,0
46345,OFFICE111&&IMPO19092,0,0
46346,OFFICE214&&IMPO17143,0,0
46347,OFFICE185&&IMPO11884,0,1
46348,OFFICE178&&IMPO15027,0,1
46349,OFFICE237&&IMPO14049,0,0
46350,OFFICE162&&IMPO15619,0,0
46351,OFFICE84&&IMP489006,0,0
46352,OFFICE96&&IMP105313,0,0
46353,OFFICE51&&IMP995340,0,1
46354,OFFICE51&&IMP872498,0,0
46355,OFFICE51&&IMP141436,0,0
46356,OFFICE34&&IMP482813,0,0
46357,OFFICE59&&IMP172956,0,0
46358,OFFICE51&&IMP122845,0,0
46359,OFFICE24&&IMP973126,0,0
46360,OFFICE96&&IMP845865,0,0
46361,OFFICE45&&IMP355376,0,0
46362,OFFICE88&&IMP693403,0,1
46363,OFFICE81&&IMP866215,0,0
46364,OFFICE59&&IMP740416,0,0
46365,OFFICE51&&IMP194070,0,0
46366,OFFICE60&&IMP194211,0,0
46367,OFFICE40&&IMP878128,0,0
46368,OFFICE60&&IMP372043,0,0
46369,OFFICE40&&IMP661602,0,0
46370,OFFICE81&&IMP754140,0,0
46371,OFFICE51&&IMP812345,0,0
46372,OFFICE51&&IMP384377,0,0
46373,OFFICE60&&IMP480429,0,0
46374,OFFICE96&&IMP117406,0,0
46375,OFFICE34&&IMP385446,0,0
46376,OFFICE23&&IMP924391,0,0
46377,OFFICE23&&IMP612031,0,0
46378,OFFICE196&&IMPO12298,0,0
46379,OFFICE222&&IMPO12359,0,1
46380,OFFICE237&&IMPO17075,0,0
46381,OFFICE237&&IMPO13839,0,1
46382,OFFICE100&&IMPO11397,0,0
46383,OFFICE197&&IMPO12458,0,0
46384,OFFICE185&&IMPO14630,0,1
46385,OFFICE298&&IMPO14882,0,0
46386,OFFICE162&&IMPO11410,0,0
46387,OFFICE174&&IMPO18364,0,0
46388,OFFICE127&&IMPO15699,0,0
46389,OFFICE204&&IMPO14783,0,0
46390,OFFICE187&&IMPO13502,0,0
46391,OFFICE298&&IMPO17558,0,0
46392,OFFICE296&&IMPO12246,0,0
46393,OFFICE185&&IMPO16243,0,0
46394,OFFICE287&&IMPO15218,0,0
46395,OFFICE134&&IMPO10342,0,0
46396,OFFICE237&&IMPO14933,0,0
46397,OFFICE127&&IMPO16902,0,1
46398,OFFICE187&&IMPO10561,0,0
46399,OFFICE197&&IMPO15548,0,0
46400,OFFICE287&&IMPO15831,0,1
46401,OFFICE24&&IMP124982,0,0
46402,OFFICE59&&IMP126236,0,0
46403,OFFICE92&&IMP178212,0,0
46404,OFFICE76&&IMP935857,0,0
46405,OFFICE76&&IMP585415,0,0
46406,OFFICE51&&IMP619700,0,0
46407,OFFICE40&&IMP524089,0,0
46408,OFFICE40&&IMP195755,0,0
46409,OFFICE51&&IMP686791,0,0
46410,OFFICE34&&IMP358862,0,0
46411,OFFICE52&&IMP484085,0,1
46412,OFFICE76&&IMP252836,0,1
46413,OFFICE60&&IMP510632,0,0
46414,OFFICE84&&IMP992159,0,0
46415,OFFICE51&&IMP327090,0,0
46416,OFFICE40&&IMP986343,0,0
46417,OFFICE66&&IMP162713,0,0
46418,OFFICE51&&IMP905295,0,0
46419,OFFICE92&&IMP687042,0,1
46420,OFFICE59&&IMP372043,0,0
46421,OFFICE60&&IMP577034,0,1
46422,OFFICE18&&IMP765282,0,0
46423,OFFICE51&&IMP697300,0,0
46424,OFFICE127&&IMPO12945,0,0
46425,OFFICE152&&IMPO10828,0,0
46426,OFFICE187&&IMPO13136,0,0
46427,OFFICE162&&IMPO16884,0,0
46428,OFFICE204&&IMPO19414,0,0
46429,OFFICE127&&IMPO13048,0,0
46430,OFFICE127&&IMPO17275,0,0
46431,OFFICE289&&IMPO19396,0,1
46432,OFFICE186&&IMPO16773,0,0
46433,OFFICE109&&IMPO17208,0,0
46434,OFFICE134&&IMPO15396,0,0
46435,OFFICE141&&IMPO14723,0,1
46436,OFFICE111&&IMPO12941,0,0
46437,OFFICE111&&IMPO18065,0,0
46438,OFFICE246&&IMPO19052,0,1
46439,OFFICE127&&IMPO14574,0,0
46440,OFFICE237&&IMPO18798,0,0
46441,OFFICE292&&IMPO11469,0,0
46442,OFFICE185&&IMPO12203,0,0
46443,OFFICE214&&IMPO15547,0,0
46444,OFFICE117&&IMPO18979,0,1
46445,OFFICE185&&IMPO15354,0,0
46446,OFFICE298&&IMPO10222,0,0
46447,OFFICE59&&IMP613601,0,1
46448,OFFICE60&&IMP396333,0,0
46449,OFFICE76&&IMP952721,0,0
46450,OFFICE81&&IMP412417,0,0
46451,OFFICE96&&IMP322908,0,0
46452,OFFICE59&&IMP651784,0,0
46453,OFFICE60&&IMP493649,0,1
46454,OFFICE45&&IMP401745,0,1
46455,OFFICE96&&IMP538091,0,0
46456,OFFICE76&&IMP207639,0,0
46457,OFFICE92&&IMP803166,0,0
46458,OFFICE92&&IMP312966,0,0
46459,OFFICE51&&IMP912844,0,1
46460,OFFICE59&&IMP292048,0,0
46461,OFFICE87&&IMP795085,0,0
46462,OFFICE59&&IMP705173,0,0
46463,OFFICE76&&IMP153858,0,0
46464,OFFICE66&&IMP678037,0,0
46465,OFFICE92&&IMP772562,0,1
46466,OFFICE84&&IMP125025,0,0
46467,OFFICE45&&IMP256206,0,0
46468,OFFICE76&&IMP676668,0,0
46469,OFFICE51&&IMP156650,0,1
46470,OFFICE34&&IMP954020,0,1
46471,OFFICE76&&IMP509393,0,0
46472,OFFICE92&&IMP279427,0,0
46473,OFFICE51&&IMP826768,0,0
46474,OFFICE52&&IMP510008,0,0
46475,OFFICE298&&IMPO16224,0,0
46476,OFFICE141&&IMPO17760,0,0
46477,OFFICE100&&IMPO18219,0,0
46478,OFFICE299&&IMPO19708,0,0
46479,OFFICE100&&IMPO17986,0,0
46480,OFFICE289&&IMPO17726,0,0
46481,OFFICE211&&IMPO18106,0,0
46482,OFFICE134&&IMPO19953,0,0
46483,OFFICE180&&IMPO16447,0,0
46484,OFFICE211&&IMPO12942,0,0
46485,OFFICE168&&IMPO16247,0,0
46486,OFFICE100&&IMPO18104,0,0
46487,OFFICE186&&IMPO19938,0,0
46488,OFFICE113&&IMPO16045,0,0
46489,OFFICE237&&IMPO13162,0,0
46490,OFFICE296&&IMPO17367,0,0
46491,OFFICE299&&IMPO18647,0,0
46492,OFFICE109&&IMPO16093,0,0
46493,OFFICE185&&IMPO16333,0,0
46494,OFFICE288&&IMPO17099,0,1
46495,OFFICE162&&IMPO14888,0,0
46496,OFFICE297&&IMPO13007,0,1
46497,OFFICE298&&IMPO14019,0,0
46498,OFFICE113&&IMPO12465,0,0
46499,OFFICE186&&IMPO15817,0,0
46500,OFFICE168&&IMPO14114,0,0
46501,OFFICE134&&IMPO11529,0,0
46502,OFFICE246&&IMPO17501,0,0
46503,OFFICE123&&IMPO10491,0,0
46504,OFFICE234&&IMPO12707,0,0
46505,OFFICE252&&IMPO14732,0,0
46506,OFFICE109&&IMPO15279,0,0
46507,OFFICE298&&IMPO15809,0,1
46508,OFFICE237&&IMPO15243,0,0
46509,OFFICE127&&IMPO15089,0,0
46510,OFFICE299&&IMPO16795,0,1
46511,OFFICE298&&IMPO14531,0,0
46512,OFFICE222&&IMPO13153,0,0
46513,OFFICE109&&IMPO19031,0,0
46514,OFFICE162&&IMPO10145,0,0
46515,OFFICE168&&IMPO10026,0,0
46516,OFFICE23&&IMP106825,0,0
46517,OFFICE41&&IMP455709,0,0
46518,OFFICE51&&IMP807929,0,0
46519,OFFICE51&&IMP735415,0,0
46520,OFFICE18&&IMP444534,0,0
46521,OFFICE76&&IMP957181,0,0
46522,OFFICE16&&IMP796876,0,1
46523,OFFICE60&&IMP206662,0,0
46524,OFFICE23&&IMP407620,0,0
46525,OFFICE92&&IMP811804,0,1
46526,OFFICE94&&IMP614671,0,0
46527,OFFICE60&&IMP298259,0,0
46528,OFFICE24&&IMP675074,0,0
46529,OFFICE24&&IMP310931,0,1
46530,OFFICE60&&IMP182362,0,1
46531,OFFICE24&&IMP473794,0,0
46532,OFFICE51&&IMP905980,0,0
46533,OFFICE51&&IMP977608,0,0
46534,OFFICE40&&IMP748703,0,0
46535,OFFICE23&&IMP135970,0,1
46536,OFFICE60&&IMP661602,0,0
46537,OFFICE41&&IMP606300,0,0
46538,OFFICE52&&IMP207938,0,0
46539,OFFICE60&&IMP799266,0,0
46540,OFFICE87&&IMP451630,0,0
46541,OFFICE92&&IMP984843,0,0
46542,OFFICE84&&IMP589751,0,0
46543,OFFICE76&&IMP751071,0,0
46544,OFFICE109&&IMPO11656,0,0
46545,OFFICE100&&IMPO16903,0,0
46546,OFFICE211&&IMPO17645,0,0
46547,OFFICE178&&IMPO16025,0,0
46548,OFFICE127&&IMPO18746,0,0
46549,OFFICE237&&IMPO17559,0,0
46550,OFFICE197&&IMPO17954,0,0
46551,OFFICE185&&IMPO10848,0,0
46552,OFFICE214&&IMPO14061,0,1
46553,OFFICE174&&IMPO13861,0,0
46554,OFFICE168&&IMPO15903,0,0
46555,OFFICE174&&IMPO13927,0,0
46556,OFFICE214&&IMPO18823,0,0
46557,OFFICE214&&IMPO14169,0,1
46558,OFFICE168&&IMPO10272,0,0
46559,OFFICE197&&IMPO18109,0,1
46560,OFFICE233&&IMPO14497,0,1
46561,OFFICE141&&IMPO14264,0,0
46562,OFFICE126&&IMPO18531,0,0
46563,OFFICE237&&IMPO19555,0,0
46564,OFFICE279&&IMPO19942,0,0
46565,OFFICE185&&IMPO13789,0,0
46566,OFFICE204&&IMPO13208,0,0
46567,OFFICE111&&IMPO17592,0,0
46568,OFFICE246&&IMPO10685,0,1
46569,OFFICE237&&IMPO15882,0,0
46570,OFFICE298&&IMPO13287,0,1
46571,OFFICE220&&IMPO17611,0,1
46572,OFFICE288&&IMPO19257,0,0
46573,OFFICE105&&IMPO15413,0,0
46574,OFFICE168&&IMPO16227,0,1
46575,OFFICE298&&IMPO19054,0,0
46576,OFFICE187&&IMPO18412,0,0
46577,OFFICE288&&IMPO12167,0,0
46578,OFFICE167&&IMPO12319,0,0
46579,OFFICE113&&IMPO17178,0,0
46580,OFFICE223&&IMPO12790,0,1
46581,OFFICE187&&IMPO16113,0,0
46582,OFFICE210&&IMPO14737,0,0
46583,OFFICE210&&IMPO14730,0,0
46584,OFFICE134&&IMPO14585,0,1
46585,OFFICE96&&IMP587813,0,0
46586,OFFICE23&&IMP974643,0,0
46587,OFFICE81&&IMP855826,0,0
46588,OFFICE96&&IMP755382,0,0
46589,OFFICE81&&IMP117406,0,0
46590,OFFICE92&&IMP108897,0,0
46591,OFFICE60&&IMP446200,0,1
46592,OFFICE59&&IMP685362,0,0
46593,OFFICE35&&IMP138576,0,1
46594,OFFICE60&&IMP977054,0,0
46595,OFFICE92&&IMP857248,0,0
46596,OFFICE87&&IMP260314,0,1
46597,OFFICE60&&IMP774125,0,0
46598,OFFICE94&&IMP464187,0,0
46599,OFFICE59&&IMP500266,0,0
46600,OFFICE51&&IMP710159,0,0
46601,OFFICE51&&IMP790153,0,1
46602,OFFICE60&&IMP207075,0,0
46603,OFFICE76&&IMP112738,0,0
46604,OFFICE51&&IMP597894,0,0
46605,OFFICE24&&IMP197943,0,0
46606,OFFICE18&&IMP881714,0,0
46607,OFFICE59&&IMP186295,0,0
46608,OFFICE51&&IMP479388,0,0
46609,OFFICE127&&IMPO11965,0,0
46610,OFFICE185&&IMPO17694,0,0
46611,OFFICE141&&IMPO13356,0,0
46612,OFFICE127&&IMPO16015,0,0
46613,OFFICE298&&IMPO14707,0,0
46614,OFFICE134&&IMPO13757,0,1
46615,OFFICE296&&IMPO19081,0,0
46616,OFFICE186&&IMPO15328,0,1
46617,OFFICE186&&IMPO17157,0,0
46618,OFFICE214&&IMPO13389,0,0
46619,OFFICE168&&IMPO12210,0,0
46620,OFFICE187&&IMPO16527,0,1
46621,OFFICE141&&IMPO13853,0,0
46622,OFFICE214&&IMPO13590,0,1
46623,OFFICE167&&IMPO16375,0,0
46624,OFFICE127&&IMPO19906,0,0
46625,OFFICE132&&IMPO19390,0,0
46626,OFFICE186&&IMPO14279,0,1
46627,OFFICE197&&IMPO14984,0,0
46628,OFFICE180&&IMPO10104,0,0
46629,OFFICE220&&IMPO12053,0,1
46630,OFFICE185&&IMPO11080,0,0
46631,OFFICE197&&IMPO19040,0,0
46632,OFFICE292&&IMPO13068,0,1
46633,OFFICE186&&IMPO15826,0,0
46634,OFFICE127&&IMPO16307,0,1
46635,OFFICE204&&IMPO12083,0,0
46636,OFFICE196&&IMPO16918,0,1
46637,OFFICE168&&IMPO13005,0,0
46638,OFFICE168&&IMPO19407,0,0
46639,OFFICE298&&IMPO19140,0,0
46640,OFFICE297&&IMPO18830,0,0
46641,OFFICE134&&IMPO17559,0,0
46642,OFFICE109&&IMPO13632,0,0
46643,OFFICE296&&IMPO12829,0,0
46644,OFFICE109&&IMPO19807,0,0
46645,OFFICE127&&IMPO13144,0,0
46646,OFFICE162&&IMPO18006,0,0
46647,OFFICE214&&IMPO17772,0,0
46648,OFFICE287&&IMPO13913,0,1
46649,OFFICE222&&IMPO16887,0,0
46650,OFFICE296&&IMPO14954,0,0
46651,OFFICE132&&IMPO15338,0,0
46652,OFFICE127&&IMPO10684,0,0
46653,OFFICE187&&IMPO15388,0,0
46654,OFFICE292&&IMPO14051,0,1
46655,OFFICE197&&IMPO10318,0,0
46656,OFFICE134&&IMPO19608,0,0
46657,OFFICE187&&IMPO18928,0,0
46658,OFFICE211&&IMPO17789,0,1
46659,OFFICE134&&IMPO15244,0,0
46660,OFFICE296&&IMPO16337,0,0
46661,OFFICE100&&IMPO10646,0,0
46662,OFFICE296&&IMPO12002,0,0
46663,OFFICE210&&IMPO16524,0,0
46664,OFFICE186&&IMPO18845,0,0
46665,OFFICE168&&IMPO11558,0,0
46666,OFFICE52&&IMP290557,0,1
46667,OFFICE88&&IMP916902,0,0
46668,OFFICE84&&IMP727635,0,1
46669,OFFICE24&&IMP668139,0,0
46670,OFFICE45&&IMP290409,0,0
46671,OFFICE35&&IMP807494,0,0
46672,OFFICE23&&IMP997368,0,0
46673,OFFICE76&&IMP211288,0,0
46674,OFFICE24&&IMP555393,0,0
46675,OFFICE23&&IMP889294,0,0
46676,OFFICE51&&IMP840431,0,0
46677,OFFICE60&&IMP536294,0,1
46678,OFFICE94&&IMP368279,0,0
46679,OFFICE40&&IMP986890,0,0
46680,OFFICE24&&IMP923302,0,0
46681,OFFICE92&&IMP267522,0,0
46682,OFFICE60&&IMP173674,0,0
46683,OFFICE34&&IMP946864,0,0
46684,OFFICE45&&IMP217284,0,0
46685,OFFICE24&&IMP675495,0,0
46686,OFFICE59&&IMP443339,0,0
46687,OFFICE76&&IMP251560,0,0
46688,OFFICE96&&IMP291905,0,0
46689,OFFICE24&&IMP979947,0,0
46690,OFFICE87&&IMP826885,0,0
46691,OFFICE40&&IMP124726,0,0
46692,OFFICE24&&IMP902316,0,0
46693,OFFICE23&&IMP629895,0,0
46694,OFFICE81&&IMP234090,0,0
46695,OFFICE94&&IMP524730,0,0
46696,OFFICE51&&IMP332718,0,0
46697,OFFICE87&&IMP275009,0,1
46698,OFFICE92&&IMP992281,0,0
46699,OFFICE60&&IMP582604,0,0
46700,OFFICE214&&IMPO17959,0,0
46701,OFFICE113&&IMPO10758,0,0
46702,OFFICE204&&IMPO10836,0,1
46703,OFFICE187&&IMPO10992,0,0
46704,OFFICE222&&IMPO14039,0,0
46705,OFFICE237&&IMPO15248,0,0
46706,OFFICE174&&IMPO11233,0,0
46707,OFFICE187&&IMPO11988,0,0
46708,OFFICE186&&IMPO17766,0,0
46709,OFFICE243&&IMPO12953,0,0
46710,OFFICE162&&IMPO13678,0,0
46711,OFFICE152&&IMPO19304,0,0
46712,OFFICE185&&IMPO14876,0,0
46713,OFFICE132&&IMPO10156,0,0
46714,OFFICE196&&IMPO17792,0,0
46715,OFFICE298&&IMPO12965,0,0
46716,OFFICE136&&IMPO17356,0,0
46717,OFFICE141&&IMPO14038,0,0
46718,OFFICE132&&IMPO13843,0,0
46719,OFFICE113&&IMPO18225,0,1
46720,OFFICE237&&IMPO11195,0,0
46721,OFFICE168&&IMPO10899,0,0
46722,OFFICE101&&IMPO17434,0,0
46723,OFFICE167&&IMPO16224,0,0
46724,OFFICE222&&IMPO12682,0,0
46725,OFFICE109&&IMPO19129,0,1
46726,OFFICE296&&IMPO10274,0,0
46727,OFFICE109&&IMPO16806,0,0
46728,OFFICE162&&IMPO18826,0,0
46729,OFFICE298&&IMPO13085,0,0
46730,OFFICE141&&IMPO11608,0,1
46731,OFFICE141&&IMPO14615,0,0
46732,OFFICE296&&IMPO12241,0,0
46733,OFFICE222&&IMPO17778,0,0
46734,OFFICE109&&IMPO17336,0,0
46735,OFFICE123&&IMPO13481,0,0
46736,OFFICE185&&IMPO18954,0,0
46737,OFFICE197&&IMPO13806,0,0
46738,OFFICE298&&IMPO14642,0,1
46739,OFFICE113&&IMPO17490,0,0
46740,OFFICE185&&IMPO14755,0,0
46741,OFFICE185&&IMPO12098,0,0
46742,OFFICE100&&IMPO15806,0,0
46743,OFFICE298&&IMPO15349,0,0
46744,OFFICE178&&IMPO14794,0,0
46745,OFFICE214&&IMPO15506,0,0
46746,OFFICE127&&IMPO15194,0,0
46747,OFFICE168&&IMPO14595,0,0
46748,OFFICE141&&IMPO11999,0,0
46749,OFFICE298&&IMPO12057,0,0
46750,OFFICE87&&IMP832888,0,0
46751,OFFICE24&&IMP819031,0,0
46752,OFFICE76&&IMP709955,0,0
46753,OFFICE51&&IMP284826,0,1
46754,OFFICE60&&IMP477925,0,0
46755,OFFICE45&&IMP727169,0,0
46756,OFFICE45&&IMP878349,0,0
46757,OFFICE84&&IMP529681,0,0
46758,OFFICE84&&IMP219726,0,0
46759,OFFICE81&&IMP716581,0,0
46760,OFFICE81&&IMP654182,0,0
46761,OFFICE51&&IMP565632,0,0
46762,OFFICE34&&IMP747566,0,0
46763,OFFICE84&&IMP243951,0,0
46764,OFFICE59&&IMP756545,0,0
46765,OFFICE94&&IMP626682,0,0
46766,OFFICE81&&IMP154692,0,0
46767,OFFICE59&&IMP707698,0,0
46768,OFFICE92&&IMP975360,0,0
46769,OFFICE60&&IMP192819,0,0
46770,OFFICE60&&IMP662947,0,0
46771,OFFICE60&&IMP929376,0,0
46772,OFFICE23&&IMP888665,0,0
46773,OFFICE233&&IMPO15941,0,0
46774,OFFICE105&&IMPO19859,0,0
46775,OFFICE174&&IMPO18404,0,0
46776,OFFICE174&&IMPO18771,0,0
46777,OFFICE109&&IMPO19536,0,0
46778,OFFICE186&&IMPO19610,0,0
46779,OFFICE168&&IMPO17636,0,0
46780,OFFICE299&&IMPO19253,0,0
46781,OFFICE136&&IMPO18407,0,1
46782,OFFICE141&&IMPO15656,0,0
46783,OFFICE186&&IMPO18112,0,1
46784,OFFICE222&&IMPO11180,0,0
46785,OFFICE127&&IMPO11078,0,0
46786,OFFICE185&&IMPO13460,0,0
46787,OFFICE180&&IMPO12854,0,0
46788,OFFICE204&&IMPO14663,0,0
46789,OFFICE178&&IMPO10444,0,1
46790,OFFICE187&&IMPO17645,0,0
46791,OFFICE100&&IMPO17540,0,0
46792,OFFICE100&&IMPO14028,0,0
46793,OFFICE134&&IMPO11924,0,0
46794,OFFICE105&&IMPO19330,0,0
46795,OFFICE204&&IMPO12385,0,0
46796,OFFICE185&&IMPO16526,0,0
46797,OFFICE243&&IMPO17772,0,0
46798,OFFICE296&&IMPO11514,0,0
46799,OFFICE168&&IMPO10348,0,1
46800,OFFICE141&&IMPO17772,0,0
46801,OFFICE174&&IMPO16575,0,0
46802,OFFICE100&&IMPO12590,0,0
46803,OFFICE187&&IMPO12386,0,1
46804,OFFICE296&&IMPO11999,0,0
46805,OFFICE279&&IMPO15647,0,1
46806,OFFICE109&&IMPO10956,0,1
46807,OFFICE117&&IMPO13110,0,0
46808,OFFICE299&&IMPO12969,0,0
46809,OFFICE23&&IMP377084,0,0
46810,OFFICE35&&IMP293763,0,0
46811,OFFICE51&&IMP277401,0,0
46812,OFFICE41&&IMP966767,0,0
46813,OFFICE40&&IMP288765,0,1
46814,OFFICE60&&IMP917394,0,0
46815,OFFICE34&&IMP245886,0,0
46816,OFFICE24&&IMP196530,0,1
46817,OFFICE92&&IMP697300,0,0
46818,OFFICE94&&IMP354395,0,1
46819,OFFICE18&&IMP583474,0,0
46820,OFFICE45&&IMP593177,0,0
46821,OFFICE45&&IMP816813,0,0
46822,OFFICE52&&IMP630000,0,0
46823,OFFICE24&&IMP699903,0,0
46824,OFFICE18&&IMP273950,0,0
46825,OFFICE16&&IMP389668,0,0
46826,OFFICE24&&IMP583452,0,0
46827,OFFICE185&&IMPO16317,0,0
46828,OFFICE117&&IMPO10537,0,0
46829,OFFICE187&&IMPO19138,0,0
46830,OFFICE185&&IMPO12386,0,0
46831,OFFICE123&&IMPO13071,0,0
46832,OFFICE113&&IMPO16912,0,0
46833,OFFICE127&&IMPO10915,0,0
46834,OFFICE186&&IMPO15910,0,0
46835,OFFICE298&&IMPO15362,0,0
46836,OFFICE113&&IMPO16777,0,1
46837,OFFICE113&&IMPO12510,0,0
46838,OFFICE296&&IMPO16090,0,0
46839,OFFICE127&&IMPO17351,0,0
46840,OFFICE196&&IMPO17085,0,1
