,OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_Qsum,OFFICE&&TARIFF.CODE_illicit_Qrate
33877,OFFICE111&&8308900010,0,2
33878,OFFICE162&&8462211000,0,0
33879,OFFICE132&&8471705000,0,0
33880,OFFICE214&&3926100009,0,2
33881,OFFICE289&&5208329900,0,0
33882,OFFICE187&&6802999000,0,0
33883,OFFICE127&&8504901100,0,0
33884,OFFICE252&&7606129900,0,0
33885,OFFICE132&&9401901000,0,0
33886,OFFICE296&&2204217803,0,0
33887,OFFICE204&&7005292509,0,0
33888,OFFICE141&&5402440000,0,0
33889,OFFICE134&&6406109099,0,0
33890,OFFICE59&&2903490000,0,0
33891,OFFICE35&&8436210000,0,0
33892,OFFICE60&&8511300000,0,2
33893,OFFICE92&&3920490049,0,0
33894,OFFICE84&&8214900000,0,0
33895,OFFICE88&&8214200000,0,0
33896,OFFICE94&&8711909000,0,0
33897,OFFICE41&&808100000,0,2
33898,OFFICE78&&7307210000,0,0
33899,OFFICE187&&3403199091,0,0
33900,OFFICE127&&6404209009,0,0
33901,OFFICE211&&3702440090,0,0
33902,OFFICE186&&8511100000,0,0
33903,OFFICE174&&3922900003,0,0
33904,OFFICE299&&8418690020,0,0
33905,OFFICE162&&7403190000,0,0
33906,OFFICE136&&6908909199,0,0
33907,OFFICE140&&4901990095,0,2
33908,OFFICE211&&3305100000,0,2
33909,OFFICE287&&3908100000,0,0
33910,OFFICE197&&2007993906,0,2
33911,OFFICE298&&5208510000,0,2
33912,OFFICE127&&8703249090,0,0
33913,OFFICE237&&2713110090,0,0
33914,OFFICE141&&8473302009,0,2
33915,OFFICE168&&8425410000,0,0
33916,OFFICE185&&3921190000,0,0
33917,OFFICE141&&1005900000,0,0
33918,OFFICE299&&4107199011,0,0
33919,OFFICE117&&7322900000,0,0
33920,OFFICE237&&8518109500,0,0
33921,OFFICE136&&7018101100,0,0
33922,OFFICE237&&5407920000,0,0
33923,OFFICE178&&7306900000,0,0
33924,OFFICE204&&5804291000,0,0
33925,OFFICE168&&8482400000,0,0
33926,OFFICE100&&8512200092,0,0
33927,OFFICE298&&8407343009,0,2
33928,OFFICE296&&3911901900,0,0
33929,OFFICE180&&2849200000,0,2
33930,OFFICE204&&6006339000,0,0
33931,OFFICE233&&8443999040,0,0
33932,OFFICE185&&8483508001,0,0
33933,OFFICE185&&3401209002,0,0
33934,OFFICE100&&8708999796,0,2
33935,OFFICE109&&7907000030,0,0
33936,OFFICE127&&4811900089,0,0
33937,OFFICE298&&7604299000,0,0
33938,OFFICE141&&8708309909,0,0
33939,OFFICE92&&8532100000,0,2
33940,OFFICE52&&5401100000,0,2
33941,OFFICE18&&6813810000,0,0
33942,OFFICE35&&2713200000,0,0
33943,OFFICE34&&8301300000,0,0
33944,OFFICE24&&9028200000,0,2
33945,OFFICE34&&3901300000,0,0
33946,OFFICE94&&9011200000,0,0
33947,OFFICE76&&8465910000,0,2
33948,OFFICE66&&4911991000,0,0
33949,OFFICE45&&8708300000,0,2
33950,OFFICE52&&8441800000,0,0
33951,OFFICE94&&4821900000,0,2
33952,OFFICE96&&7005210000,0,0
33953,OFFICE76&&8504900000,0,2
33954,OFFICE289&&2918140000,0,0
33955,OFFICE178&&2106909830,0,0
33956,OFFICE127&&5515191000,0,2
33957,OFFICE289&&6204623901,0,0
33958,OFFICE299&&8541409009,0,0
33959,OFFICE186&&8450900090,0,2
33960,OFFICE214&&8443321090,0,0
33961,OFFICE185&&3402130009,0,0
33962,OFFICE162&&7412200000,0,2
33963,OFFICE134&&7318165090,0,0
33964,OFFICE105&&8534001900,0,2
33965,OFFICE210&&8517709042,0,0
33966,OFFICE187&&6305339001,0,0
33967,OFFICE298&&6204391909,0,2
33968,OFFICE117&&2905110000,0,0
33969,OFFICE136&&6214900009,0,0
33970,OFFICE132&&7326909699,0,0
33971,OFFICE185&&4414001009,0,0
33972,OFFICE127&&8467297000,0,0
33973,OFFICE211&&8438809909,0,2
33974,OFFICE127&&7318151090,0,0
33975,OFFICE101&&8703329093,0,0
33976,OFFICE180&&6404209009,0,2
33977,OFFICE187&&6203110009,0,0
33978,OFFICE101&&8541100000,0,0
33979,OFFICE298&&8703229030,0,0
33980,OFFICE298&&8708505509,0,2
33981,OFFICE162&&8482109000,0,0
33982,OFFICE168&&9030390000,0,2
33983,OFFICE204&&3903110000,0,2
33984,OFFICE113&&7319901000,0,0
33985,OFFICE233&&8479899795,0,0
33986,OFFICE168&&8517709020,0,0
33987,OFFICE94&&6109100000,0,0
33988,OFFICE60&&1517909000,0,0
33989,OFFICE60&&7202300000,0,0
33990,OFFICE24&&1108120012,0,0
33991,OFFICE16&&8536490000,0,0
33992,OFFICE84&&2842100000,0,0
33993,OFFICE78&&3307900000,0,0
33994,OFFICE92&&3802900000,0,0
33995,OFFICE66&&8414300000,0,0
33996,OFFICE40&&7315810000,0,0
33997,OFFICE59&&4016940000,0,0
33998,OFFICE76&&3824600000,0,2
33999,OFFICE92&&6804210000,0,2
34000,OFFICE60&&8471300039,0,2
34001,OFFICE60&&8450110000,0,0
34002,OFFICE109&&8504901801,0,0
34003,OFFICE168&&2917350000,0,0
34004,OFFICE127&&8514300099,0,0
34005,OFFICE220&&9031803200,0,0
34006,OFFICE180&&8418999039,0,0
34007,OFFICE162&&4819400000,0,0
34008,OFFICE237&&8415810090,0,0
34009,OFFICE167&&9003900009,0,0
34010,OFFICE141&&8417201000,0,0
34011,OFFICE127&&8703339093,0,0
34012,OFFICE180&&8708809100,0,0
34013,OFFICE197&&8414302000,0,0
34014,OFFICE134&&5211491000,0,0
34015,OFFICE288&&3405909099,0,0
34016,OFFICE234&&2914110000,0,2
34017,OFFICE223&&8483308009,0,0
34018,OFFICE279&&6109902004,0,0
34019,OFFICE237&&8207509000,0,0
34020,OFFICE289&&8708939009,0,0
34021,OFFICE296&&8512309002,0,0
34022,OFFICE297&&8481401000,0,0
34023,OFFICE214&&4814200000,0,0
34024,OFFICE210&&9032102000,0,0
34025,OFFICE127&&8708999791,0,0
34026,OFFICE141&&8482800000,0,0
34027,OFFICE298&&6204599019,0,2
34028,OFFICE141&&6006420000,0,0
34029,OFFICE211&&1101001500,0,2
34030,OFFICE100&&3206190000,0,0
34031,OFFICE197&&6104490099,0,2
34032,OFFICE100&&3907919000,0,0
34033,OFFICE84&&7210110000,0,0
34034,OFFICE51&&3920990000,0,2
34035,OFFICE59&&7016100000,0,0
34036,OFFICE92&&5609000019,0,0
34037,OFFICE40&&8506800000,0,2
34038,OFFICE87&&8481800000,0,0
34039,OFFICE92&&4910000000,0,0
34040,OFFICE81&&2210000000,0,0
34041,OFFICE81&&8518100000,0,0
34042,OFFICE81&&8507300000,0,2
34043,OFFICE287&&3401300000,0,2
34044,OFFICE168&&3923409000,0,0
34045,OFFICE127&&6204629009,0,0
34046,OFFICE162&&9607209010,0,0
34047,OFFICE185&&8512909001,0,0
34048,OFFICE109&&2710198190,0,0
34049,OFFICE132&&4016999110,0,2
34050,OFFICE168&&6109902008,0,0
34051,OFFICE100&&2933998000,0,0
34052,OFFICE287&&9032102000,0,0
34053,OFFICE162&&5209490000,0,0
34054,OFFICE210&&8523529099,0,0
34055,OFFICE134&&8532250000,0,0
34056,OFFICE237&&8480710000,0,2
34057,OFFICE168&&8536501191,0,0
34058,OFFICE187&&5512199001,0,0
34059,OFFICE141&&8532100000,0,0
34060,OFFICE100&&8703329094,0,0
34061,OFFICE299&&5514490000,0,2
34062,OFFICE168&&3917310000,0,0
34063,OFFICE109&&9404909000,0,0
34064,OFFICE127&&5402480000,0,0
34065,OFFICE187&&3209900019,0,0
34066,OFFICE100&&8907900099,0,0
34067,OFFICE204&&2847000001,0,0
34068,OFFICE187&&8466933000,0,2
34069,OFFICE210&&3204170000,0,0
34070,OFFICE187&&9503009501,0,0
34071,OFFICE211&&8421230000,0,2
34072,OFFICE60&&8450900000,0,0
34073,OFFICE87&&6910900000,0,2
34074,OFFICE87&&5512991000,0,2
34075,OFFICE34&&5007900000,0,0
34076,OFFICE87&&2517490000,0,2
34077,OFFICE78&&8709190000,0,0
34078,OFFICE35&&8484100000,0,0
34079,OFFICE84&&7007110000,0,0
34080,OFFICE40&&2922210000,0,0
34081,OFFICE51&&8543700000,0,0
34082,OFFICE51&&5503110000,0,2
34083,OFFICE92&&3214102000,0,0
34084,OFFICE196&&4016100000,0,0
34085,OFFICE299&&6210101008,0,0
34086,OFFICE113&&8541210000,0,0
34087,OFFICE100&&2834210010,0,0
34088,OFFICE187&&8209008009,0,0
34089,OFFICE100&&7326904000,0,0
34090,OFFICE109&&4811419090,0,0
34091,OFFICE298&&5004009000,0,0
34092,OFFICE288&&8433510000,0,0
34093,OFFICE297&&5209110000,0,0
34094,OFFICE167&&6204339009,0,2
34095,OFFICE113&&8536699090,0,0
34096,OFFICE204&&7117900009,0,0
34097,OFFICE162&&8471606000,0,0
34098,OFFICE252&&8481806390,0,0
34099,OFFICE132&&5505105000,0,0
34100,OFFICE127&&9005900030,0,0
34101,OFFICE113&&8465990009,0,0
34102,OFFICE168&&2905320000,0,2
34103,OFFICE298&&7411219000,0,2
34104,OFFICE288&&4415202001,0,2
34105,OFFICE289&&9503009502,0,2
34106,OFFICE187&&4007000000,0,0
34107,OFFICE109&&6302100003,0,0
34108,OFFICE127&&6214200009,0,0
34109,OFFICE113&&8536901099,0,0
34110,OFFICE168&&8531809509,0,0
34111,OFFICE246&&8303009000,0,2
34112,OFFICE237&&5903209000,0,0
34113,OFFICE204&&5407699002,0,0
34114,OFFICE109&&8481309100,0,0
34115,OFFICE237&&8460909000,0,0
34116,OFFICE298&&6109100001,0,0
34117,OFFICE186&&1103111090,0,0
34118,OFFICE187&&8517709039,0,0
34119,OFFICE100&&8421990010,0,0
34120,OFFICE162&&9603500000,0,0
34121,OFFICE162&&8703211091,0,0
34122,OFFICE296&&4104495900,0,0
34123,OFFICE94&&9506110000,0,2
34124,OFFICE23&&8418300031,0,0
34125,OFFICE59&&8404100000,0,0
34126,OFFICE81&&8704221100,0,0
34127,OFFICE76&&3215110013,0,0
34128,OFFICE52&&8476900000,0,2
34129,OFFICE35&&3917299000,0,2
34130,OFFICE84&&7323100000,0,0
34131,OFFICE96&&1901900091,0,0
34132,OFFICE24&&9615110000,0,0
34133,OFFICE96&&4911100000,0,0
34134,OFFICE41&&2903390000,0,0
34135,OFFICE92&&5308901000,0,0
34136,OFFICE59&&8414209000,0,2
34137,OFFICE52&&2902110000,0,0
34138,OFFICE35&&8408900000,0,0
34139,OFFICE94&&8424811000,0,0
34140,OFFICE81&&3206110000,0,0
34141,OFFICE87&&9405400000,0,0
34142,OFFICE24&&4011630000,0,0
34143,OFFICE204&&4013900004,0,0
34144,OFFICE296&&4011100090,0,0
34145,OFFICE109&&7019900000,0,0
34146,OFFICE126&&4203300090,0,0
34147,OFFICE214&&5509520001,0,0
34148,OFFICE127&&4802589090,0,0
34149,OFFICE134&&3920690000,0,0
34150,OFFICE141&&8539293000,0,2
34151,OFFICE292&&8542399090,0,2
34152,OFFICE105&&5907000090,0,2
34153,OFFICE134&&6106909009,0,0
34154,OFFICE204&&8536490020,0,0
34155,OFFICE162&&8483102909,0,0
34156,OFFICE298&&710210000,0,0
34157,OFFICE126&&8429529000,0,2
34158,OFFICE100&&9025900000,0,0
34159,OFFICE237&&8504318090,0,0
34160,OFFICE237&&3920102808,0,0
34161,OFFICE296&&8531109500,0,0
34162,OFFICE187&&6204623901,0,0
34163,OFFICE296&&9507201000,0,0
34164,OFFICE298&&5911901020,0,0
34165,OFFICE299&&8714104000,0,0
34166,OFFICE134&&6109100009,0,0
34167,OFFICE178&&8708999796,0,0
34168,OFFICE162&&3402209002,0,0
34169,OFFICE197&&1905909002,0,0
34170,OFFICE211&&8703239093,0,2
34171,OFFICE127&&1704907109,0,0
34172,OFFICE186&&8516900029,0,0
34173,OFFICE237&&4816200000,0,2
34174,OFFICE214&&804100009,0,0
34175,OFFICE185&&6003309000,0,0
34176,OFFICE180&&8428102030,0,2
34177,OFFICE237&&9018199009,0,2
34178,OFFICE141&&8443999090,0,0
34179,OFFICE210&&8212101000,0,0
34180,OFFICE186&&2828900030,0,2
34181,OFFICE237&&8504408800,0,2
34182,OFFICE117&&4821101000,0,0
34183,OFFICE222&&6104520009,0,0
34184,OFFICE16&&8482910000,0,0
34185,OFFICE51&&2842900000,0,2
34186,OFFICE24&&8437900000,0,0
34187,OFFICE23&&4802400000,0,2
34188,OFFICE34&&2710193100,0,0
34189,OFFICE35&&8547900000,0,2
34190,OFFICE35&&8708990000,0,0
34191,OFFICE52&&2710990000,0,2
34192,OFFICE87&&8413400000,0,2
34193,OFFICE60&&3204160000,0,0
34194,OFFICE60&&8411990000,0,0
34195,OFFICE45&&8546900000,0,2
34196,OFFICE76&&7320000000,0,0
34197,OFFICE45&&4106220000,0,2
34198,OFFICE204&&8504901100,0,0
34199,OFFICE185&&6204623103,0,0
34200,OFFICE237&&8407343009,0,0
34201,OFFICE296&&8539322093,0,2
34202,OFFICE292&&4113900000,0,2
34203,OFFICE197&&2711139191,0,0
34204,OFFICE168&&8517180091,0,0
34205,OFFICE185&&4105301000,0,0
34206,OFFICE162&&5205120001,0,2
34207,OFFICE132&&8536301000,0,2
34208,OFFICE185&&8537109100,0,2
34209,OFFICE187&&1107109902,0,0
34210,OFFICE168&&8523521000,0,0
34211,OFFICE117&&4820900000,0,0
34212,OFFICE298&&5209290000,0,0
34213,OFFICE168&&1404900099,0,0
34214,OFFICE297&&5107101001,0,2
34215,OFFICE117&&3824909699,0,0
34216,OFFICE237&&8431430000,0,0
34217,OFFICE292&&6103420003,0,2
34218,OFFICE214&&4013900004,0,0
34219,OFFICE185&&8443999090,0,0
34220,OFFICE237&&7005108009,0,0
34221,OFFICE187&&5404190000,0,0
34222,OFFICE168&&808108009,0,0
34223,OFFICE134&&7806001000,0,0
34224,OFFICE197&&8517620036,0,0
34225,OFFICE174&&6907908011,0,2
34226,OFFICE127&&3701300003,0,0
34227,OFFICE109&&9615110000,0,0
34228,OFFICE288&&6104520009,0,0
34229,OFFICE101&&5407820000,0,0
34230,OFFICE101&&7306619900,0,0
34231,OFFICE204&&8409990003,0,2
34232,OFFICE185&&2921309900,0,0
34233,OFFICE180&&6102301008,0,0
34234,OFFICE168&&8438109010,0,0
34235,OFFICE298&&6006900090,0,0
34236,OFFICE234&&4809900000,0,0
34237,OFFICE180&&8544429011,0,0
34238,OFFICE141&&8536908591,0,0
34239,OFFICE127&&5111200009,0,0
34240,OFFICE180&&8443991010,0,0
34241,OFFICE100&&3506910000,0,0
34242,OFFICE113&&7407100000,0,2
34243,OFFICE187&&9209300000,0,0
34244,OFFICE96&&8404200000,0,0
34245,OFFICE94&&7323100000,0,0
34246,OFFICE45&&8714990099,0,0
34247,OFFICE45&&3923900000,0,0
34248,OFFICE96&&8703242200,0,0
34249,OFFICE78&&7308909000,0,0
34250,OFFICE92&&5207101000,0,0
34251,OFFICE23&&5109100000,0,0
34252,OFFICE24&&405900091,0,0
34253,OFFICE88&&4700000000,0,0
34254,OFFICE16&&8465990000,0,0
34255,OFFICE60&&2712100000,0,0
34256,OFFICE24&&2909500000,0,0
34257,OFFICE76&&3002200000,0,0
34258,OFFICE16&&402212900,0,2
34259,OFFICE35&&8421990000,0,0
34260,OFFICE204&&8205700000,0,0
34261,OFFICE222&&5516110000,0,0
34262,OFFICE299&&8414808030,0,0
34263,OFFICE134&&4804510000,0,0
34264,OFFICE220&&6117801099,0,2
34265,OFFICE168&&5404190000,0,0
34266,OFFICE186&&4908900010,0,0
34267,OFFICE141&&2931908001,0,0
34268,OFFICE127&&4805910091,0,0
34269,OFFICE211&&8516320000,0,2
34270,OFFICE298&&8536501110,0,0
34271,OFFICE297&&7616999050,0,0
34272,OFFICE233&&5407619000,0,0
34273,OFFICE204&&8535301091,0,0
34274,OFFICE162&&3909400090,0,2
34275,OFFICE296&&5407440000,0,0
34276,OFFICE186&&8448490090,0,0
34277,OFFICE185&&6117808099,0,0
34278,OFFICE136&&8482800000,0,2
34279,OFFICE109&&6302999009,0,2
34280,OFFICE237&&106391010,0,2
34281,OFFICE204&&9405109199,0,2
34282,OFFICE197&&8708919902,0,2
34283,OFFICE222&&4821901000,0,0
34284,OFFICE185&&4801000009,0,0
34285,OFFICE292&&6006329000,0,0
34286,OFFICE100&&2513100009,0,0
34287,OFFICE122&&9503009501,0,0
34288,OFFICE113&&2917350000,0,2
34289,OFFICE113&&7319909000,0,2
34290,OFFICE174&&4008190000,0,2
34291,OFFICE296&&4005910000,0,0
34292,OFFICE127&&3923409000,0,0
34293,OFFICE220&&6006220000,0,0
34294,OFFICE287&&7208512000,0,0
34295,OFFICE246&&4804398000,0,0
34296,OFFICE88&&3004320000,0,0
34297,OFFICE51&&7607190011,0,0
34298,OFFICE94&&6809190000,0,0
34299,OFFICE52&&8511300000,0,0
34300,OFFICE45&&8703221215,0,0
34301,OFFICE59&&8450200000,0,2
34302,OFFICE60&&7318160000,0,0
34303,OFFICE92&&7219310000,0,0
34304,OFFICE76&&3824100000,0,2
34305,OFFICE45&&2934990000,0,0
34306,OFFICE78&&7314200000,0,2
34307,OFFICE78&&5910000000,0,0
34308,OFFICE234&&8716398090,0,0
34309,OFFICE132&&3923100000,0,0
34310,OFFICE187&&7409390090,0,0
34311,OFFICE299&&3820000000,0,0
34312,OFFICE105&&8306210000,0,0
34313,OFFICE298&&6106100009,0,0
34314,OFFICE237&&5407720000,0,0
34315,OFFICE288&&3402901009,0,0
34316,OFFICE111&&3101000009,0,0
34317,OFFICE197&&3304990002,0,2
34318,OFFICE186&&8205598001,0,2
34319,OFFICE168&&4010350010,0,2
34320,OFFICE214&&3405909091,0,0
34321,OFFICE197&&3921110000,0,0
34322,OFFICE298&&5209590000,0,0
34323,OFFICE127&&6110309908,0,0
34324,OFFICE296&&5503200000,0,0
34325,OFFICE211&&9608300090,0,2
34326,OFFICE109&&8462109000,0,0
34327,OFFICE296&&7404009109,0,2
34328,OFFICE299&&7218100000,0,0
34329,OFFICE211&&710220000,0,2
34330,OFFICE237&&5802200000,0,0
34331,OFFICE222&&8533210000,0,0
34332,OFFICE185&&4016995702,0,0
34333,OFFICE296&&8536901091,0,0
34334,OFFICE105&&8541100000,0,0
34335,OFFICE204&&9030840009,0,0
34336,OFFICE252&&7318169990,0,0
34337,OFFICE214&&5603129010,0,0
34338,OFFICE298&&6402200000,0,0
34339,OFFICE204&&6206300001,0,0
34340,OFFICE140&&9606100010,0,0
34341,OFFICE168&&8542329020,0,0
34342,OFFICE197&&2941100009,0,0
34343,OFFICE214&&6116108000,0,0
34344,OFFICE214&&1302201000,0,0
34345,OFFICE168&&3405100000,0,0
34346,OFFICE162&&8477908000,0,0
34347,OFFICE185&&8215999009,0,0
34348,OFFICE185&&8607199000,0,0
34349,OFFICE127&&8542319030,0,2
34350,OFFICE59&&5402480000,0,0
34351,OFFICE87&&8411990000,0,0
34352,OFFICE40&&3004310000,0,2
34353,OFFICE16&&3707900000,0,2
34354,OFFICE87&&8514200000,0,0
34355,OFFICE94&&712200000,0,2
34356,OFFICE96&&4803000019,0,0
34357,OFFICE34&&7013490000,0,2
34358,OFFICE41&&2401200000,0,0
34359,OFFICE45&&7222300000,0,0
34360,OFFICE96&&6702900000,0,0
34361,OFFICE92&&2513200000,0,2
34362,OFFICE84&&8474800000,0,0
34363,OFFICE81&&7323100000,0,0
34364,OFFICE197&&8481209000,0,0
34365,OFFICE196&&8414801910,0,0
34366,OFFICE233&&3005100001,0,0
34367,OFFICE196&&6105100009,0,0
34368,OFFICE186&&4107121910,0,0
34369,OFFICE296&&8707909003,0,0
34370,OFFICE204&&8418999091,0,0
34371,OFFICE299&&3405100000,0,0
34372,OFFICE197&&5515139900,0,0
34373,OFFICE134&&8542900009,0,0
34374,OFFICE109&&7007212010,0,0
34375,OFFICE109&&3505203000,0,2
34376,OFFICE298&&2204217804,0,0
34377,OFFICE109&&8422190001,0,0
34378,OFFICE237&&2811220000,0,2
34379,OFFICE109&&6406101002,0,0
34380,OFFICE187&&8452210000,0,0
34381,OFFICE214&&8415900020,0,2
34382,OFFICE296&&7304399300,0,0
34383,OFFICE197&&8466922000,0,0
34384,OFFICE127&&6108310003,0,0
34385,OFFICE298&&3403990000,0,0
34386,OFFICE237&&5910000000,0,0
34387,OFFICE296&&6002400000,0,0
34388,OFFICE296&&2918290009,0,2
34389,OFFICE296&&5111200009,0,0
34390,OFFICE237&&8544499930,0,0
34391,OFFICE185&&8419908591,0,0
34392,OFFICE168&&8703211018,0,0
34393,OFFICE287&&4805910092,0,0
34394,OFFICE168&&4010350090,0,0
34395,OFFICE109&&5806390029,0,0
34396,OFFICE168&&705290000,0,0
34397,OFFICE23&&2924190000,0,0
34398,OFFICE34&&3810000000,0,0
34399,OFFICE88&&1500000000,0,0
34400,OFFICE24&&3902300000,0,0
34401,OFFICE59&&407000000,0,0
34402,OFFICE51&&2903390000,0,0
34403,OFFICE92&&8423810000,0,0
34404,OFFICE18&&8504900000,0,2
34405,OFFICE87&&2940000000,0,0
34406,OFFICE18&&9022120000,0,0
34407,OFFICE35&&4820500000,0,0
34408,OFFICE41&&2827200000,0,0
34409,OFFICE45&&3602009000,0,0
34410,OFFICE23&&6603200000,0,2
34411,OFFICE23&&9210000000,0,0
34412,OFFICE59&&8484900000,0,0
34413,OFFICE204&&7307111000,0,2
34414,OFFICE100&&9608200011,0,2
34415,OFFICE162&&8703229090,0,0
34416,OFFICE162&&8529108000,0,2
34417,OFFICE299&&3808919019,0,2
34418,OFFICE113&&8413910009,0,0
34419,OFFICE168&&5801330002,0,2
34420,OFFICE168&&6204499009,0,0
34421,OFFICE126&&3921139000,0,0
34422,OFFICE237&&7318157090,0,0
34423,OFFICE109&&6505003000,0,2
34424,OFFICE296&&7407290009,0,0
34425,OFFICE298&&4105100090,0,0
34426,OFFICE298&&8308100000,0,0
34427,OFFICE168&&6107910002,0,0
34428,OFFICE297&&712909010,0,2
34429,OFFICE222&&3809930000,0,0
34430,OFFICE126&&3701300009,0,0
34431,OFFICE168&&901210002,0,0
34432,OFFICE288&&7013379199,0,0
34433,OFFICE134&&5407619000,0,0
34434,OFFICE168&&8467111000,0,0
34435,OFFICE186&&6210109805,0,0
34436,OFFICE214&&5205340009,0,0
34437,OFFICE214&&8457301000,0,0
34438,OFFICE113&&2916399000,0,0
34439,OFFICE109&&8445400009,0,0
34440,OFFICE214&&7323100000,0,0
34441,OFFICE123&&8544300090,0,0
34442,OFFICE111&&3403199099,0,0
34443,OFFICE211&&8537109903,0,0
34444,OFFICE296&&3104209000,0,0
34445,OFFICE186&&7318158990,0,0
34446,OFFICE296&&8207907100,0,0
34447,OFFICE141&&8704219150,0,2
34448,OFFICE109&&8409990005,0,0
34449,OFFICE81&&2909440000,0,0
34450,OFFICE92&&1515300000,0,0
34451,OFFICE92&&8716200000,0,0
34452,OFFICE76&&8417800000,0,0
34453,OFFICE96&&3204110000,0,0
34454,OFFICE81&&4016100000,0,2
34455,OFFICE81&&2101110019,0,2
34456,OFFICE51&&8438500000,0,0
34457,OFFICE41&&8414400000,0,0
34458,OFFICE16&&1601009000,0,0
34459,OFFICE94&&3903900000,0,0
34460,OFFICE45&&7219900000,0,0
34461,OFFICE66&&6902900000,0,0
34462,OFFICE88&&8415100019,0,0
34463,OFFICE45&&9005100000,0,0
34464,OFFICE40&&9010500000,0,0
34465,OFFICE299&&7217101000,0,2
34466,OFFICE187&&8418999039,0,0
34467,OFFICE141&&8803300001,0,0
34468,OFFICE100&&9027905009,0,0
34469,OFFICE186&&8414801910,0,0
34470,OFFICE185&&9506999009,0,0
34471,OFFICE210&&5806200000,0,0
34472,OFFICE168&&3506990020,0,0
34473,OFFICE292&&5510110000,0,2
34474,OFFICE167&&8517620022,0,0
34475,OFFICE204&&6212900092,0,0
34476,OFFICE127&&6203339001,0,0
34477,OFFICE237&&4002600000,0,0
34478,OFFICE223&&8003000070,0,0
34479,OFFICE113&&3918101090,0,0
34480,OFFICE141&&6110309903,0,0
34481,OFFICE214&&7312109800,0,0
34482,OFFICE127&&7318121000,0,0
34483,OFFICE214&&3507909001,0,0
34484,OFFICE197&&2844408001,0,0
34485,OFFICE220&&9022140000,0,2
34486,OFFICE167&&9606220000,1,2
34487,OFFICE197&&3921131000,0,0
34488,OFFICE52&&8301300000,0,0
34489,OFFICE88&&210990000,0,2
34490,OFFICE92&&1104120000,0,0
34491,OFFICE40&&3920200021,0,0
34492,OFFICE88&&3905300000,0,2
34493,OFFICE76&&6306220000,0,0
34494,OFFICE18&&7222300000,0,0
34495,OFFICE24&&8487900000,0,2
34496,OFFICE16&&7326190000,0,0
34497,OFFICE81&&4802570000,0,0
34498,OFFICE84&&8703231221,0,0
34499,OFFICE87&&5500000000,0,2
34500,OFFICE51&&6903200000,0,0
34501,OFFICE34&&1001100000,0,2
34502,OFFICE96&&8521900000,0,0
34503,OFFICE45&&8448590000,0,2
34504,OFFICE162&&3903300000,0,0
34505,OFFICE100&&7320208999,0,2
34506,OFFICE237&&3925902000,0,0
34507,OFFICE204&&3922900009,0,0
34508,OFFICE296&&8537209103,0,0
34509,OFFICE187&&9404100000,0,0
34510,OFFICE252&&6309000002,0,0
34511,OFFICE237&&8532290009,0,2
34512,OFFICE210&&4911990099,0,0
34513,OFFICE214&&3506100000,0,0
34514,OFFICE127&&3906903099,0,0
34515,OFFICE140&&2106108000,0,2
34516,OFFICE162&&3924900009,0,2
34517,OFFICE287&&8536508010,0,0
34518,OFFICE220&&8466922000,0,0
34519,OFFICE132&&8703329091,0,0
34520,OFFICE117&&4203300090,0,0
34521,OFFICE243&&9014208001,0,2
34522,OFFICE197&&6211421009,0,0
34523,OFFICE298&&8504901801,0,0
34524,OFFICE187&&4205009096,0,0
34525,OFFICE237&&9021909008,0,0
34526,OFFICE109&&8451900003,0,0
34527,OFFICE186&&3923301000,0,0
34528,OFFICE87&&8471300039,0,2
34529,OFFICE94&&8467990000,0,0
34530,OFFICE76&&4911991000,0,0
34531,OFFICE60&&2924290000,0,2
34532,OFFICE94&&8467290000,0,0
34533,OFFICE96&&8510200000,0,2
34534,OFFICE92&&8703241230,0,2
34535,OFFICE24&&7117900000,0,0
34536,OFFICE45&&5203009000,0,0
34537,OFFICE96&&2902900000,0,0
34538,OFFICE87&&7216210000,0,0
34539,OFFICE52&&9615110000,0,2
34540,OFFICE59&&8205900000,0,0
34541,OFFICE84&&8523400000,0,0
34542,OFFICE45&&8708990000,0,2
34543,OFFICE34&&8711201000,0,0
34544,OFFICE178&&7607201010,0,0
34545,OFFICE298&&5407540000,0,2
34546,OFFICE197&&3801100000,0,0
34547,OFFICE174&&8504909900,0,0
34548,OFFICE127&&3907919000,0,0
34549,OFFICE246&&6202131002,0,0
34550,OFFICE187&&8414598010,0,0
34551,OFFICE298&&8703321984,0,0
34552,OFFICE162&&1805000000,0,0
34553,OFFICE187&&7117900009,0,0
34554,OFFICE297&&7320208910,0,2
34555,OFFICE299&&5205260001,0,0
